Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.3,1.0,0.838646548328895
HI-VAE_weibull,80,1.0,0.3625,1.0,0.8565947476231317
HI-VAE_weibull,120,1.0,0.35833333333333334,1.0,0.8453626017709337
HI-VAE_weibull,160,1.0,0.31875,1.0,0.837813181070444
HI-VAE_weibull,200,1.0,0.3,1.0,0.8312309918075975
HI-VAE_piecewise,40,1.0,0.375,1.0,0.846359381028695
HI-VAE_piecewise,80,1.0,0.35,1.0,0.8375528907361319
HI-VAE_piecewise,120,1.0,0.38333333333333336,1.0,0.8424654049393191
HI-VAE_piecewise,160,1.0,0.38125,1.0,0.8473210355156316
HI-VAE_piecewise,200,1.0,0.41,1.0,0.8515407355488311
Surv-GAN,40,0.0,0.0,0.0,0.0
Surv-GAN,80,0.0,0.0,0.0,0.0
Surv-GAN,120,0.0,0.0,0.0,0.0
Surv-GAN,160,0.0,0.0,0.0,0.0
Surv-GAN,200,0.0,0.0,0.0,0.0
Surv-VAE,40,0.0,0.0,0.0,0.0
Surv-VAE,80,0.0,0.0,0.0,0.0
Surv-VAE,120,0.0,0.0,0.0,8.251146594047011e-05
Surv-VAE,160,0.0,0.0,0.0,6.188359945535258e-05
Surv-VAE,200,0.0,0.0,0.0,0.0003096805310103126
HI-VAE_weibull_diffusion,40,0.95,0.05,1.0,0.750795815777647
HI-VAE_weibull_diffusion,80,0.975,0.0875,1.0,0.761480414197536
HI-VAE_weibull_diffusion,120,0.9666666666666667,0.08333333333333333,1.0,0.7551516395467035
HI-VAE_weibull_diffusion,160,0.9625,0.10625,1.0,0.7575312113553705
HI-VAE_weibull_diffusion,200,0.97,0.095,1.0,0.760295409257204
HI-VAE_piecewise_diffusion,40,1.0,0.15,1.0,0.7546500624479547
HI-VAE_piecewise_diffusion,80,0.9625,0.1375,1.0,0.7441569723438055
HI-VAE_piecewise_diffusion,120,0.9666666666666667,0.11666666666666667,1.0,0.7473056924497642
HI-VAE_piecewise_diffusion,160,0.96875,0.11875,1.0,0.7506605124844472
HI-VAE_piecewise_diffusion,200,0.97,0.125,1.0,0.7505711024268733
