Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,0.975,0.375,1.0,0.7766462569677326
HI-VAE_weibull,80,0.9875,0.3125,1.0,0.7710902023361569
HI-VAE_weibull,120,0.9916666666666667,0.2916666666666667,1.0,0.7708450359486104
HI-VAE_weibull,160,0.98125,0.275,1.0,0.7644067005216962
HI-VAE_weibull,200,0.98,0.27,1.0,0.7635051169543022
HI-VAE_piecewise,40,1.0,0.8,1.0,0.869024668596432
HI-VAE_piecewise,80,1.0,0.8125,1.0,0.870015550996375
HI-VAE_piecewise,120,1.0,0.8083333333333333,1.0,0.8713847470995467
HI-VAE_piecewise,160,1.0,0.78125,1.0,0.8665110717734846
HI-VAE_piecewise,200,1.0,0.805,1.0,0.8719552112210637
Surv-GAN,40,0.0,1.0,0.0,0.0
Surv-GAN,80,0.0,1.0,0.0,0.0
Surv-GAN,120,0.0,1.0,0.0,0.0
Surv-GAN,160,0.0,1.0,0.0,0.0
Surv-GAN,200,0.0,1.0,0.0,0.0
Surv-VAE,40,0.0,1.0,0.0,0.013833437373364389
Surv-VAE,80,0.0,1.0,0.0125,0.017996338161765178
Surv-VAE,120,0.0,1.0,0.008333333333333333,0.01817351006356592
Surv-VAE,160,0.0,1.0,0.00625,0.016150410714253285
Surv-VAE,200,0.0,1.0,0.01,0.0173231427127476
HI-VAE_weibull_diffusion,40,1.0,0.95,1.0,0.8689998532652707
HI-VAE_weibull_diffusion,80,1.0,0.975,1.0,0.8654124527475423
HI-VAE_weibull_diffusion,120,1.0,0.9833333333333333,1.0,0.8598408075136434
HI-VAE_weibull_diffusion,160,1.0,0.98125,1.0,0.855609529506172
HI-VAE_weibull_diffusion,200,1.0,0.985,1.0,0.8502540045242982
HI-VAE_piecewise_diffusion,40,1.0,0.925,1.0,0.9058371046351084
HI-VAE_piecewise_diffusion,80,1.0,0.8125,1.0,0.8908087316422689
HI-VAE_piecewise_diffusion,120,1.0,0.8416666666666667,1.0,0.8907664507159748
HI-VAE_piecewise_diffusion,160,1.0,0.84375,1.0,0.8855329177668049
HI-VAE_piecewise_diffusion,200,1.0,0.86,1.0,0.8887319005584097
