midpoints,errors,label,colors
-0.11841479676860019,0.1358474212213993,Init,red
-0.22819828254382485,0.1362899921587914,HI-VAE_weibull 1,green
-0.11819955180654083,0.13762648036178626,HI-VAE_weibull 2,green
-0.2156181242665467,0.13693522397556435,HI-VAE_weibull 3,green
-0.18626194304633975,0.13663067545792823,HI-VAE_weibull 4,green
-0.21859306871118322,0.1374294830132352,HI-VAE_weibull 5,green
-0.13628306195240136,0.13719225724331635,HI-VAE_weibull 6,green
-0.16693051881092597,0.1366385195121756,HI-VAE_weibull 7,green
-0.1445593386060236,0.13681250809332718,HI-VAE_weibull 8,green
-0.1605225198020688,0.13655929892653948,HI-VAE_weibull 9,green
-0.17073756688421288,0.1364556408601738,HI-VAE_weibull 10,green
-0.14426481645542236,0.13497887065326156,HI-VAE_piecewise 1,blue
-0.12966440209769256,0.1358946082958105,HI-VAE_piecewise 2,blue
-0.20465892869548993,0.13487383373954467,HI-VAE_piecewise 3,blue
-0.1742301173266312,0.1358651692037567,HI-VAE_piecewise 4,blue
-0.11989882005750938,0.13555996315194777,HI-VAE_piecewise 5,blue
-0.13138816791826605,0.13533256607176372,HI-VAE_piecewise 6,blue
-0.09703294509004204,0.13517529770791212,HI-VAE_piecewise 7,blue
-0.21134141401341416,0.13585155789953812,HI-VAE_piecewise 8,blue
-0.1904209590830736,0.1355677053862367,HI-VAE_piecewise 9,blue
-0.17529513126365465,0.13598329654991098,HI-VAE_piecewise 10,blue
-0.5024066458059271,0.1410644921568851,Surv-GAN 1,orange
-0.5566336272258955,0.14117966126746895,Surv-GAN 2,orange
-0.4681170445388705,0.14123429482894911,Surv-GAN 3,orange
-0.4833206226056969,0.14175189410158345,Surv-GAN 4,orange
-0.5323371875606357,0.1409994693370994,Surv-GAN 5,orange
-0.478324013821139,0.1402065319246811,Surv-GAN 6,orange
-0.4862729809184202,0.13928064933648676,Surv-GAN 7,orange
-0.4908525192343813,0.14073193830883796,Surv-GAN 8,orange
-0.5234989118193148,0.14118068299369177,Surv-GAN 9,orange
-0.46783882694889695,0.14022490426047812,Surv-GAN 10,orange
-0.48050302922125804,0.14022864741963853,Surv-VAE 1,cyan
-0.49652552356683416,0.14221675909647286,Surv-VAE 2,cyan
-0.5210358597049954,0.14244543309699945,Surv-VAE 3,cyan
-0.4982604092186572,0.14128008404877837,Surv-VAE 4,cyan
-0.4639064141529621,0.14123169596390994,Surv-VAE 5,cyan
-0.5391507439460848,0.1413211188261498,Surv-VAE 6,cyan
-0.4782766664948144,0.14135298028554222,Surv-VAE 7,cyan
-0.4730250289132236,0.14175292701729325,Surv-VAE 8,cyan
-0.4158525397323021,0.14072779460725734,Surv-VAE 9,cyan
-0.5524757447766626,0.14268103529409773,Surv-VAE 10,cyan
-0.37516714707658994,0.13782728679946712,HI-VAE_weibull_diffusion 1,magenta
-0.22752158280461904,0.13899064914912224,HI-VAE_weibull_diffusion 2,magenta
-0.3653067543481954,0.1383564538446459,HI-VAE_weibull_diffusion 3,magenta
-0.3135853281678825,0.1387086466071073,HI-VAE_weibull_diffusion 4,magenta
-0.32398645770984025,0.13894051238244814,HI-VAE_weibull_diffusion 5,magenta
-0.2888551020319284,0.1401907909399594,HI-VAE_weibull_diffusion 6,magenta
-0.3215595560243928,0.13975532546788139,HI-VAE_weibull_diffusion 7,magenta
-0.2814271349332658,0.13844831064130092,HI-VAE_weibull_diffusion 8,magenta
-0.24733415711269027,0.1383191466812612,HI-VAE_weibull_diffusion 9,magenta
-0.3128875147517665,0.13776287898117862,HI-VAE_weibull_diffusion 10,magenta
-0.10626754073563333,0.13625968764593144,HI-VAE_piecewise_diffusion 1,grey
-0.06694654878452908,0.13809071142436236,HI-VAE_piecewise_diffusion 2,grey
-0.1504907410450006,0.13619869327298634,HI-VAE_piecewise_diffusion 3,grey
-0.13907568081257857,0.1370149900828899,HI-VAE_piecewise_diffusion 4,grey
-0.08910161148229026,0.13697160215142873,HI-VAE_piecewise_diffusion 5,grey
-0.05105026673364202,0.1375696611103103,HI-VAE_piecewise_diffusion 6,grey
-0.0916185372779936,0.1362021037401667,HI-VAE_piecewise_diffusion 7,grey
-0.11174958435165472,0.13646046023577857,HI-VAE_piecewise_diffusion 8,grey
-0.12639248987443658,0.13741057630101122,HI-VAE_piecewise_diffusion 9,grey
-0.1702879423809705,0.13656807833730777,HI-VAE_piecewise_diffusion 10,grey
