Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.775,1.0,0.760667817939936
HI-VAE_weibull,80,1.0,0.8,1.0,0.7491558134997102
HI-VAE_weibull,120,0.9916666666666667,0.775,1.0,0.7384759117861014
HI-VAE_weibull,160,0.99375,0.8,1.0,0.7428927313454753
HI-VAE_weibull,200,0.99,0.79,1.0,0.7396406553827957
HI-VAE_piecewise,40,1.0,1.0,1.0,0.830944961632363
HI-VAE_piecewise,80,1.0,0.9625,1.0,0.8117321725558616
HI-VAE_piecewise,120,1.0,0.9666666666666667,1.0,0.8105589777110348
HI-VAE_piecewise,160,1.0,0.96875,1.0,0.8092053049463528
HI-VAE_piecewise,200,1.0,0.97,1.0,0.8110135729705233
Surv-GAN,40,0.0,1.0,0.0,0.0
Surv-GAN,80,0.0,1.0,0.0,0.0
Surv-GAN,120,0.0,1.0,0.0,0.0
Surv-GAN,160,0.0,1.0,0.0,0.0
Surv-GAN,200,0.0,1.0,0.0,0.0
Surv-VAE,40,0.0,1.0,0.0,0.0
Surv-VAE,80,0.0,1.0,0.0,0.0
Surv-VAE,120,0.0,1.0,0.0,0.0
Surv-VAE,160,0.0,1.0,0.0,0.0
Surv-VAE,200,0.0,1.0,0.0,0.0
HI-VAE_weibull_diffusion,40,0.0,0.0,0.0,0.0
HI-VAE_weibull_diffusion,80,0.0,0.0,0.0,0.0
HI-VAE_weibull_diffusion,120,0.0,0.0,0.0,0.0
HI-VAE_weibull_diffusion,160,0.0,0.0,0.0,0.0
HI-VAE_weibull_diffusion,200,0.0,0.0,0.0,0.0
HI-VAE_piecewise_diffusion,40,1.0,1.0,1.0,0.843251773256515
HI-VAE_piecewise_diffusion,80,1.0,1.0,1.0,0.8424384144223508
HI-VAE_piecewise_diffusion,120,1.0,1.0,1.0,0.8471757272050103
HI-VAE_piecewise_diffusion,160,1.0,1.0,1.0,0.8486049658587174
HI-VAE_piecewise_diffusion,200,1.0,1.0,1.0,0.8484099652675383
