Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8329315725450085
HI-VAE_weibull,80,1.0,1.0,1.0,0.8294532089012414
HI-VAE_weibull,120,1.0,0.9916666666666667,1.0,0.8214259411660675
HI-VAE_weibull,160,1.0,0.99375,1.0,0.8250476323688478
HI-VAE_weibull,200,1.0,0.99,1.0,0.824576622887876
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8446807448272631
HI-VAE_piecewise,80,1.0,0.9875,1.0,0.8431973707602628
HI-VAE_piecewise,120,1.0,0.9916666666666667,1.0,0.8457303670962749
HI-VAE_piecewise,160,1.0,0.99375,1.0,0.8446718778674237
HI-VAE_piecewise,200,1.0,0.995,1.0,0.8425840924784977
Surv-GAN,40,0.0,1.0,0.0,0.0
Surv-GAN,80,0.0,1.0,0.0,0.0
Surv-GAN,120,0.0,1.0,0.0,0.0
Surv-GAN,160,0.0,1.0,0.0,0.0
Surv-GAN,200,0.0,1.0,0.0,0.0
Surv-VAE,40,0.0,1.0,0.0,0.0
Surv-VAE,80,0.0,1.0,0.0,0.0
Surv-VAE,120,0.0,1.0,0.0,0.0
Surv-VAE,160,0.0,1.0,0.0,0.0
Surv-VAE,200,0.0,1.0,0.0,0.0
HI-VAE_weibull_diffusion,40,1.0,0.875,1.0,0.7635208017744209
HI-VAE_weibull_diffusion,80,1.0,0.875,1.0,0.7660120027804995
HI-VAE_weibull_diffusion,120,1.0,0.8916666666666667,1.0,0.7704412892826841
HI-VAE_weibull_diffusion,160,1.0,0.8875,1.0,0.7695450393116945
HI-VAE_weibull_diffusion,200,1.0,0.88,1.0,0.7680622099843507
HI-VAE_piecewise_diffusion,40,1.0,0.975,1.0,0.8102337970203065
HI-VAE_piecewise_diffusion,80,1.0,0.9625,1.0,0.8121365938014369
HI-VAE_piecewise_diffusion,120,1.0,0.9333333333333333,1.0,0.8064042044270127
HI-VAE_piecewise_diffusion,160,1.0,0.94375,1.0,0.807386244283897
HI-VAE_piecewise_diffusion,200,1.0,0.945,1.0,0.8075303271240725
