midpoints,errors,label,colors
-0.6003401768173233,0.4636457700907948,Init,red
-0.9229628914792325,0.4031979432906718,HI-VAE_weibull 1,green
-0.9937941719134211,0.4004452728786418,HI-VAE_weibull 2,green
-1.0602612993937461,0.39675700437099004,HI-VAE_weibull 3,green
-1.0694363935039333,0.3981668925897728,HI-VAE_weibull 4,green
-0.6320657751215644,0.4225103678639779,HI-VAE_weibull 5,green
-1.1075907441812074,0.39506151152491253,HI-VAE_weibull 6,green
-0.9714738027536932,0.40211305624974447,HI-VAE_weibull 7,green
-1.0869199132378002,0.3969223629082068,HI-VAE_weibull 8,green
-0.8255525690875173,0.4091586739926584,HI-VAE_weibull 9,green
-0.9985117729060075,0.40022257644257564,HI-VAE_weibull 10,green
-0.6370341082982081,0.4248543731351999,HI-VAE_piecewise 1,blue
-0.7634761753899029,0.41712904522832983,HI-VAE_piecewise 2,blue
-0.6340362415862235,0.42356827186038,HI-VAE_piecewise 3,blue
-0.5104291333496191,0.4331180256603091,HI-VAE_piecewise 4,blue
-0.5576946151567121,0.43018704766288596,HI-VAE_piecewise 5,blue
-0.7198142736568006,0.4179073461222137,HI-VAE_piecewise 6,blue
-0.6452231634514479,0.42239172404628145,HI-VAE_piecewise 7,blue
-0.7731853937074366,0.41593945029500456,HI-VAE_piecewise 8,blue
-0.4863712427159981,0.43465572919839746,HI-VAE_piecewise 9,blue
-0.8127364802653456,0.4130514670412116,HI-VAE_piecewise 10,blue
0.6199089792500385,0.5864670167346695,Surv-GAN 1,orange
0.298952779998621,0.534178252088516,Surv-GAN 2,orange
0.5021019687742327,0.566015462383006,Surv-GAN 3,orange
0.3288505097555966,0.5336524427912748,Surv-GAN 4,orange
0.3431355736447971,0.5413220052647852,Surv-GAN 5,orange
0.32350413584286786,0.533848055384004,Surv-GAN 6,orange
0.39883077954351076,0.5485795440261579,Surv-GAN 7,orange
0.47335139421287464,0.5566177868153144,Surv-GAN 8,orange
0.8632084828644657,0.6441775102373521,Surv-GAN 9,orange
0.36864686388233736,0.5412256853396072,Surv-GAN 10,orange
0.5038194782543133,0.5663702048512549,Surv-VAE 1,cyan
0.34742193988414427,0.5409059713617481,Surv-VAE 2,cyan
0.004710003971843901,0.4915642634969615,Surv-VAE 3,cyan
0.4085830405588263,0.5488375109255841,Surv-VAE 4,cyan
0.24405267785894189,0.5209044083942124,Surv-VAE 5,cyan
0.2572007733880264,0.5277770428558632,Surv-VAE 6,cyan
0.3429324698276385,0.5419525469388783,Surv-VAE 7,cyan
0.46579517979562984,0.5568441256787566,Surv-VAE 8,cyan
0.5676246882855519,0.5756214658486122,Surv-VAE 9,cyan
0.2710229752099551,0.5273506026219896,Surv-VAE 10,cyan
-0.6295882751736617,0.42545655842197894,HI-VAE_weibull_diffusion 1,magenta
-0.797582424033621,0.41371247345694806,HI-VAE_weibull_diffusion 2,magenta
-0.8673865662829336,0.41073211799443005,HI-VAE_weibull_diffusion 3,magenta
-0.7701345613727749,0.4152319334852005,HI-VAE_weibull_diffusion 4,magenta
-0.8544855810910894,0.4104331970812894,HI-VAE_weibull_diffusion 5,magenta
-0.7634831953578692,0.4151140435176547,HI-VAE_weibull_diffusion 6,magenta
-0.8460371988560569,0.4093862694081483,HI-VAE_weibull_diffusion 7,magenta
-0.953748526520134,0.40409798452019485,HI-VAE_weibull_diffusion 8,magenta
-0.9396976734996293,0.4059776406099497,HI-VAE_weibull_diffusion 9,magenta
-0.6376431812229341,0.42448043963870374,HI-VAE_weibull_diffusion 10,magenta
-0.5469081845559138,0.42922326931873855,HI-VAE_piecewise_diffusion 1,grey
-0.2720580813542783,0.4536562018434535,HI-VAE_piecewise_diffusion 2,grey
-0.6445734754335375,0.4235647586672117,HI-VAE_piecewise_diffusion 3,grey
-0.648806498241846,0.42266551169341526,HI-VAE_piecewise_diffusion 4,grey
-0.48481354777085217,0.43463096795594414,HI-VAE_piecewise_diffusion 5,grey
-0.6497209091174936,0.4223842738863634,HI-VAE_piecewise_diffusion 6,grey
-0.4798433078560228,0.43626071101591946,HI-VAE_piecewise_diffusion 7,grey
-0.704797018729891,0.41899478168674686,HI-VAE_piecewise_diffusion 8,grey
-0.38028843987331346,0.4451893138661083,HI-VAE_piecewise_diffusion 9,grey
-0.6142767309577905,0.42480829420180977,HI-VAE_piecewise_diffusion 10,grey
