Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,0.975,0.925,1.0,0.8616878173263876
HI-VAE_weibull,80,0.9875,0.8375,1.0,0.8399520426310337
HI-VAE_weibull,120,0.9833333333333333,0.85,1.0,0.8430228534521054
HI-VAE_weibull,160,0.9875,0.8625,1.0,0.8519207223057942
HI-VAE_weibull,200,0.99,0.86,1.0,0.8529283015017094
HI-VAE_piecewise,40,1.0,0.875,1.0,0.8500275533755384
HI-VAE_piecewise,80,1.0,0.8375,1.0,0.8512460003208167
HI-VAE_piecewise,120,1.0,0.8333333333333334,1.0,0.845121369656395
HI-VAE_piecewise,160,0.99375,0.8375,1.0,0.8412634229824075
HI-VAE_piecewise,200,0.99,0.85,1.0,0.839301772959893
Surv-GAN,40,0.0,0.0,0.0,0.0
Surv-GAN,80,0.0,0.0,0.0,0.0
Surv-GAN,120,0.0,0.0,0.0,0.0
Surv-GAN,160,0.0,0.0,0.0,0.0
Surv-GAN,200,0.0,0.0,0.0,0.0
Surv-VAE,40,0.0,0.0,0.0,0.0
Surv-VAE,80,0.0,0.0,0.0,0.0
Surv-VAE,120,0.0,0.0,0.0,0.0
Surv-VAE,160,0.0,0.0,0.0,0.0
Surv-VAE,200,0.0,0.0,0.0,0.0
