midpoints,errors,label,colors
-0.11841479676860019,0.1358474212213993,Init,red
-0.10978749686684208,0.13589252458274992,HI-VAE_weibull 1,green
-0.06910547951085691,0.13561296945712306,HI-VAE_weibull 2,green
-0.11775876041646008,0.13531830085785693,HI-VAE_weibull 3,green
-0.040846758128903426,0.13638098601816137,HI-VAE_weibull 4,green
-0.09182313760986963,0.136219088344356,HI-VAE_weibull 5,green
-0.12065491414202581,0.1350108411564235,HI-VAE_weibull 6,green
-0.055828115198911336,0.13523225592398247,HI-VAE_weibull 7,green
-0.06159499218448905,0.13569740111520537,HI-VAE_weibull 8,green
-0.16464388051495535,0.1357282573932648,HI-VAE_weibull 9,green
-0.13436642507943494,0.13682604245711447,HI-VAE_weibull 10,green
-0.10792904816291918,0.1359053442257277,HI-VAE_piecewise 1,blue
-0.1097031139522193,0.1356484457781358,HI-VAE_piecewise 2,blue
-0.11032844307777204,0.13540945438247579,HI-VAE_piecewise 3,blue
-0.09000477834611062,0.13699065881253344,HI-VAE_piecewise 4,blue
-0.06673918467575479,0.1363627047698205,HI-VAE_piecewise 5,blue
-0.13132641450945715,0.1353471406327973,HI-VAE_piecewise 6,blue
-0.07003982441231463,0.13534520226729793,HI-VAE_piecewise 7,blue
-0.1093578632512183,0.1360760208367796,HI-VAE_piecewise 8,blue
-0.05866491691516301,0.13627994638756077,HI-VAE_piecewise 9,blue
-0.024975138576004717,0.1358831051315689,HI-VAE_piecewise 10,blue
-0.4824789677766561,0.14784308353424727,Surv-GAN 1,orange
-0.5101579186899594,0.14810213644014492,Surv-GAN 2,orange
-0.4861237911663211,0.1464735524890778,Surv-GAN 3,orange
-0.5198593773733131,0.14784217201095196,Surv-GAN 4,orange
-0.5125322141293792,0.1476658122909812,Surv-GAN 5,orange
-0.5323259530464665,0.1481539495340043,Surv-GAN 6,orange
-0.5072571067246213,0.1469573521171672,Surv-GAN 7,orange
-0.5559899777766777,0.14831257109950968,Surv-GAN 8,orange
-0.5134864992824253,0.1483096467460011,Surv-GAN 9,orange
-0.4848408460025768,0.14710514538207595,Surv-GAN 10,orange
-0.5704137848686139,0.142957148677338,Surv-VAE 1,cyan
-0.5230101357151756,0.14270431820055496,Surv-VAE 2,cyan
-0.6346168511957715,0.1463089874849777,Surv-VAE 3,cyan
-0.6016442523398577,0.14532433525269461,Surv-VAE 4,cyan
-0.5142412965504182,0.14340442077107363,Surv-VAE 5,cyan
-0.5651899141919537,0.14291937682570252,Surv-VAE 6,cyan
-0.5817559439889999,0.1420822290989514,Surv-VAE 7,cyan
-0.5315101178053657,0.14284315158059135,Surv-VAE 8,cyan
-0.6109753393879288,0.14525775360389281,Surv-VAE 9,cyan
-0.4889723339830143,0.14296785101769308,Surv-VAE 10,cyan
