Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,0.875,1.0,0.8107199005337101
HI-VAE_weibull,80,0.9875,0.8375,1.0,0.806000827025265
HI-VAE_weibull,120,0.9916666666666667,0.875,1.0,0.819985379911996
HI-VAE_weibull,160,0.99375,0.86875,1.0,0.8264691705509153
HI-VAE_weibull,200,0.995,0.865,1.0,0.8245208052606448
HI-VAE_piecewise,40,0.975,1.0,1.0,0.7820658520619875
HI-VAE_piecewise,80,0.975,1.0,1.0,0.8005111046691671
HI-VAE_piecewise,120,0.975,0.9916666666666667,1.0,0.7920895407635691
HI-VAE_piecewise,160,0.98125,0.975,1.0,0.8077874141965475
HI-VAE_piecewise,200,0.98,0.98,1.0,0.8087881772854497
Surv-GAN,40,0.0,0.0,0.0,0.0
Surv-GAN,80,0.0,0.0,0.0,0.0
Surv-GAN,120,0.0,0.0,0.0,0.0
Surv-GAN,160,0.0,0.0,0.0,0.0
Surv-GAN,200,0.0,0.0,0.0,0.0
Surv-VAE,40,0.0,0.0,0.0,0.014220147441497707
Surv-VAE,80,0.0,0.0,0.0,0.021567716613171094
Surv-VAE,120,0.0,0.0,0.0,0.019095327913177185
Surv-VAE,160,0.0,0.0,0.0,0.017255763246926268
Surv-VAE,200,0.0,0.0,0.0,0.018617522464651558
HI-VAE_weibull_diffusion,40,1.0,1.0,1.0,0.8783171195419565
HI-VAE_weibull_diffusion,80,1.0,1.0,1.0,0.8517636511166804
HI-VAE_weibull_diffusion,120,0.9916666666666667,1.0,1.0,0.8477866760880463
HI-VAE_weibull_diffusion,160,0.99375,1.0,1.0,0.8415627836688284
HI-VAE_weibull_diffusion,200,0.99,1.0,1.0,0.8413142096643486
HI-VAE_piecewise_diffusion,40,1.0,1.0,1.0,0.8557134263890063
HI-VAE_piecewise_diffusion,80,1.0,1.0,1.0,0.8618446092192231
HI-VAE_piecewise_diffusion,120,1.0,0.9833333333333333,1.0,0.859719939669688
HI-VAE_piecewise_diffusion,160,1.0,0.9875,1.0,0.8581332453820913
HI-VAE_piecewise_diffusion,200,1.0,0.99,1.0,0.8627567391294222
