Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8497483659597662
HI-VAE_weibull,80,1.0,1.0,1.0,0.8469056299759489
HI-VAE_weibull,120,1.0,0.9916666666666667,1.0,0.8442095679339185
HI-VAE_weibull,160,1.0,0.99375,1.0,0.8460417017901524
HI-VAE_weibull,200,1.0,0.985,1.0,0.8434153671219584
HI-VAE_piecewise,40,0.95,0.4,0.975,0.607373752825438
HI-VAE_piecewise,80,0.875,0.375,0.9875,0.5968478824287237
HI-VAE_piecewise,120,0.85,0.35833333333333334,0.9833333333333333,0.5882953467424353
HI-VAE_piecewise,160,0.8625,0.35625,0.9875,0.593809978832418
HI-VAE_piecewise,200,0.88,0.325,0.99,0.5918955609576222
Surv-GAN,40,0.0,1.0,0.0,0.0
Surv-GAN,80,0.0,1.0,0.0,0.0
Surv-GAN,120,0.0,1.0,0.0,0.0
Surv-GAN,160,0.0,1.0,0.0,0.0
Surv-GAN,200,0.0,1.0,0.0,0.0
Surv-VAE,40,0.925,1.0,1.0,0.6362461508394489
Surv-VAE,80,0.9125,1.0,1.0,0.6524751928040556
Surv-VAE,120,0.925,1.0,1.0,0.6624335902870659
Surv-VAE,160,0.90625,1.0,0.99375,0.6560777071968269
Surv-VAE,200,0.905,1.0,0.995,0.6582462061508266
HI-VAE_weibull_prior,40,1.0,0.75,1.0,0.7538115104578479
HI-VAE_weibull_prior,80,1.0,0.7875,1.0,0.7701050142480386
HI-VAE_weibull_prior,120,1.0,0.8166666666666667,1.0,0.7695336477079949
HI-VAE_weibull_prior,160,1.0,0.8125,1.0,0.7667346860739992
HI-VAE_weibull_prior,200,0.995,0.825,1.0,0.7683144659819813
HI-VAE_piecewise_prior,40,0.975,0.725,1.0,0.7370704653064584
HI-VAE_piecewise_prior,80,0.9875,0.75,1.0,0.7447171044563086
HI-VAE_piecewise_prior,120,0.9916666666666667,0.7416666666666667,1.0,0.7369925584600668
HI-VAE_piecewise_prior,160,0.99375,0.75,1.0,0.743073724310626
HI-VAE_piecewise_prior,200,0.985,0.74,1.0,0.7417910909503709
