Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8335080035057792
HI-VAE_weibull,80,1.0,1.0,1.0,0.8101653624823928
HI-VAE_weibull,120,0.9916666666666667,0.9916666666666667,1.0,0.8132090250207019
HI-VAE_weibull,160,0.99375,0.99375,1.0,0.8235277817373537
HI-VAE_weibull,200,0.99,0.99,1.0,0.8242370993744096
HI-VAE_piecewise,40,1.0,1.0,1.0,0.8680944643277531
HI-VAE_piecewise,80,1.0,1.0,1.0,0.8792108302967542
HI-VAE_piecewise,120,1.0,1.0,1.0,0.8668321053296263
HI-VAE_piecewise,160,1.0,1.0,1.0,0.8607907591601046
HI-VAE_piecewise,200,1.0,1.0,1.0,0.8609272451753246
Surv-GAN,40,0.0,0.0,0.0,0.0
Surv-GAN,80,0.0,0.0,0.0,0.0
Surv-GAN,120,0.0,0.0,0.0,0.0
Surv-GAN,160,0.0,0.0,0.0,0.0
Surv-GAN,200,0.0,0.0,0.0,0.0
Surv-VAE,40,0.425,0.35,0.8,0.47451231842315444
Surv-VAE,80,0.4625,0.375,0.85,0.48064859837559154
Surv-VAE,120,0.4666666666666667,0.4083333333333333,0.8583333333333333,0.4889386845753555
Surv-VAE,160,0.45625,0.39375,0.86875,0.48903640033421913
Surv-VAE,200,0.445,0.395,0.85,0.4844824914164005
HI-VAE_weibull_diffusion,40,0.525,0.425,0.825,0.48731141309812387
HI-VAE_weibull_diffusion,80,0.5125,0.4375,0.8375,0.4904820381960501
HI-VAE_weibull_diffusion,120,0.5,0.43333333333333335,0.8666666666666667,0.4972477889131914
HI-VAE_weibull_diffusion,160,0.48125,0.39375,0.875,0.49948342337365864
HI-VAE_weibull_diffusion,200,0.445,0.365,0.86,0.48998638140543915
HI-VAE_piecewise_diffusion,40,0.0,0.0,0.0,0.030127651183116045
HI-VAE_piecewise_diffusion,80,0.0,0.0,0.0,0.03443099957803368
HI-VAE_piecewise_diffusion,120,0.0,0.0,0.0,0.03085084706859341
HI-VAE_piecewise_diffusion,160,0.0,0.0,0.0,0.029045979377551233
HI-VAE_piecewise_diffusion,200,0.0,0.0,0.0,0.031927256693635823
