Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,0.975,0.925,1.0,0.7521263955969013
HI-VAE_weibull,80,0.95,0.9,1.0,0.740746814172243
HI-VAE_weibull,120,0.95,0.9166666666666666,1.0,0.7556644953984143
HI-VAE_weibull,160,0.95625,0.93125,1.0,0.7558010598544191
HI-VAE_weibull,200,0.955,0.92,1.0,0.756785003094927
HI-VAE_piecewise,40,0.95,0.925,1.0,0.7430094422498328
HI-VAE_piecewise,80,0.95,0.925,1.0,0.7334510560643492
HI-VAE_piecewise,120,0.9166666666666666,0.9,0.9916666666666667,0.73684541594633
HI-VAE_piecewise,160,0.9125,0.89375,0.99375,0.7325379305356676
HI-VAE_piecewise,200,0.9,0.875,0.995,0.7235363806508697
Surv-GAN,40,0.7,0.8,0.925,0.6129284375687045
Surv-GAN,80,0.65,0.7625,0.925,0.6035866249090129
Surv-GAN,120,0.6666666666666666,0.7833333333333333,0.9166666666666666,0.6126175751823648
Surv-GAN,160,0.675,0.7875,0.925,0.6191303859854471
Surv-GAN,200,0.68,0.805,0.94,0.6231649541032782
Surv-VAE,40,1.0,1.0,1.0,0.8310428833594294
Surv-VAE,80,0.9875,1.0,1.0,0.8283898402828793
Surv-VAE,120,0.9666666666666667,1.0,1.0,0.8241306068587583
Surv-VAE,160,0.95625,1.0,1.0,0.8235869597222678
Surv-VAE,200,0.96,1.0,1.0,0.8269128918943673
HI-VAE_weibull_prior,40,0.95,0.95,1.0,0.8364550951280986
HI-VAE_weibull_prior,80,0.9625,0.9375,1.0,0.8138795147152157
HI-VAE_weibull_prior,120,0.9583333333333334,0.9416666666666667,0.9916666666666667,0.8105302672808578
HI-VAE_weibull_prior,160,0.95625,0.94375,0.9875,0.8155297329142513
HI-VAE_weibull_prior,200,0.955,0.945,0.99,0.8176304051341268
HI-VAE_piecewise_prior,40,0.975,0.95,1.0,0.8213252458818652
HI-VAE_piecewise_prior,80,0.975,0.9375,1.0,0.810549114881605
HI-VAE_piecewise_prior,120,0.9583333333333334,0.9166666666666666,0.9916666666666667,0.7985673710622812
HI-VAE_piecewise_prior,160,0.93125,0.9,0.99375,0.7845011476944348
HI-VAE_piecewise_prior,200,0.94,0.91,0.995,0.7833820099686752
