midpoints,errors,label,colors
0.0208394260346913,0.266809100701377,Init,red
0.16484323271100787,0.19460957950855595,HI-VAE_weibull 1,green
0.27862412678733767,0.19624862993779385,HI-VAE_weibull 2,green
0.12755748454127666,0.1950825785624057,HI-VAE_weibull 3,green
0.24319445244335913,0.19599837368005857,HI-VAE_weibull 4,green
0.22301425816821507,0.1959126508085453,HI-VAE_weibull 5,green
0.10435389138494044,0.19540562690941338,HI-VAE_weibull 6,green
0.12722317207935607,0.19375123943984496,HI-VAE_weibull 7,green
0.1983534788866504,0.19546929637184912,HI-VAE_weibull 8,green
0.2377301831808607,0.19701976006752153,HI-VAE_weibull 9,green
0.2213785986559722,0.19944906240295268,HI-VAE_weibull 10,green
0.008606058126730265,0.18959702931260602,HI-VAE_piecewise 1,blue
0.041846157620930774,0.1908111720962081,HI-VAE_piecewise 2,blue
0.04970811204834302,0.19138283787392055,HI-VAE_piecewise 3,blue
-0.17257775455480795,0.18809008781493408,HI-VAE_piecewise 4,blue
-0.1229704221250904,0.18870939520674562,HI-VAE_piecewise 5,blue
0.002914260470015806,0.18950230235435103,HI-VAE_piecewise 6,blue
0.1772606307371505,0.1914847952798924,HI-VAE_piecewise 7,blue
0.008719676495915374,0.18983579000409506,HI-VAE_piecewise 8,blue
-0.1376486950062637,0.1880185455939502,HI-VAE_piecewise 9,blue
-0.020385126405520038,0.18754075360363334,HI-VAE_piecewise 10,blue
-0.4604403659603987,0.19053633174947535,Surv-GAN 1,orange
-0.49373890925259734,0.1933754316136167,Surv-GAN 2,orange
-0.4864751440008964,0.19219511269963285,Surv-GAN 3,orange
-0.4090102751078817,0.19152829873707564,Surv-GAN 4,orange
-0.3994351801631659,0.19114242821882077,Surv-GAN 5,orange
-0.4981235029145233,0.19445283492242565,Surv-GAN 6,orange
-0.306205207845497,0.19261095715436383,Surv-GAN 7,orange
-0.4742801159376073,0.19209379887900233,Surv-GAN 8,orange
-0.4490609535885998,0.1919320460747324,Surv-GAN 9,orange
-0.5437870812993388,0.1936221103015291,Surv-GAN 10,orange
-0.19507756997108958,0.1924856368567365,Surv-VAE 1,cyan
-0.1552150515120419,0.19293161458648866,Surv-VAE 2,cyan
-0.17969497342664947,0.19313644193725704,Surv-VAE 3,cyan
-0.1356725902648664,0.1939833830786783,Surv-VAE 4,cyan
-0.0872349524997276,0.19223987257584,Surv-VAE 5,cyan
-0.07025844142112983,0.1929532857180746,Surv-VAE 6,cyan
-0.14259313149357433,0.1921770339113963,Surv-VAE 7,cyan
-0.13860160783645983,0.19212745768717596,Surv-VAE 8,cyan
-0.09882475531553941,0.191692518183873,Surv-VAE 9,cyan
-0.13845617762826135,0.19267572844607195,Surv-VAE 10,cyan
-0.09717898911732226,0.18867891506397005,HI-VAE_weibull_prior 1,magenta
0.04030070801212099,0.1909632708733569,HI-VAE_weibull_prior 2,magenta
0.0016093717166820176,0.1893164197184767,HI-VAE_weibull_prior 3,magenta
-0.06872057050725935,0.18904043976750654,HI-VAE_weibull_prior 4,magenta
0.036057207333479196,0.19267871383195165,HI-VAE_weibull_prior 5,magenta
0.08692408141430977,0.19169760883702205,HI-VAE_weibull_prior 6,magenta
0.06700961904284235,0.1912962448773628,HI-VAE_weibull_prior 7,magenta
-0.03788391956516585,0.18926419409560583,HI-VAE_weibull_prior 8,magenta
0.09745669068874441,0.18933396830217258,HI-VAE_weibull_prior 9,magenta
-0.017714384484726953,0.19077141157720234,HI-VAE_weibull_prior 10,magenta
0.20917315214634274,0.1972664995566203,HI-VAE_piecewise_prior 1,grey
0.1943435666204661,0.1962335578906627,HI-VAE_piecewise_prior 2,grey
0.28130408209538144,0.20093539057747417,HI-VAE_piecewise_prior 3,grey
0.1578181946385582,0.1957286969181493,HI-VAE_piecewise_prior 4,grey
0.25947577160525853,0.19975351384320655,HI-VAE_piecewise_prior 5,grey
0.36453491019532447,0.20203767143512663,HI-VAE_piecewise_prior 6,grey
0.16986060739734593,0.19989571065834205,HI-VAE_piecewise_prior 7,grey
0.21488936409047185,0.1968470071138135,HI-VAE_piecewise_prior 8,grey
0.31823453610936236,0.20230228270194583,HI-VAE_piecewise_prior 9,grey
0.07110471942177604,0.19360127659427406,HI-VAE_piecewise_prior 10,grey
