Generator,Nb generated datasets,Estimate agreement,Decision agreement,Standardized difference,CI overlap
HI-VAE_weibull,40,1.0,1.0,1.0,0.8802142951088395
HI-VAE_weibull,80,0.9875,0.9875,1.0,0.863032700955886
HI-VAE_weibull,120,0.9916666666666667,0.975,1.0,0.8577738358256982
HI-VAE_weibull,160,0.99375,0.975,1.0,0.8539404410696605
HI-VAE_weibull,200,0.995,0.96,1.0,0.858848584156089
HI-VAE_piecewise,40,1.0,0.7,1.0,0.8484907653576592
HI-VAE_piecewise,80,1.0,0.7625,1.0,0.8530804937459233
HI-VAE_piecewise,120,1.0,0.7666666666666667,1.0,0.8557750656884431
HI-VAE_piecewise,160,1.0,0.75625,1.0,0.860995355468086
HI-VAE_piecewise,200,1.0,0.775,1.0,0.8651580933864235
Surv-GAN,40,0.0,1.0,0.0,0.0
Surv-GAN,80,0.0,1.0,0.0,0.0
Surv-GAN,120,0.0,1.0,0.0,0.0
Surv-GAN,160,0.0,1.0,0.0,0.0
Surv-GAN,200,0.0,1.0,0.0,0.0
Surv-VAE,40,0.9,0.3,1.0,0.7792369956842007
Surv-VAE,80,0.9,0.2375,0.9875,0.7535313103948352
Surv-VAE,120,0.9,0.225,0.9916666666666667,0.7501632646687625
Surv-VAE,160,0.9,0.2375,0.99375,0.7520327258340735
Surv-VAE,200,0.91,0.235,0.995,0.7534067791450109
HI-VAE_weibull_diffusion,40,0.875,0.25,1.0,0.7035188648181803
HI-VAE_weibull_diffusion,80,0.9,0.2375,1.0,0.6966523857423024
HI-VAE_weibull_diffusion,120,0.9166666666666666,0.20833333333333334,1.0,0.7040179193932586
HI-VAE_weibull_diffusion,160,0.93125,0.19375,1.0,0.7015400593198244
HI-VAE_weibull_diffusion,200,0.925,0.195,0.995,0.6996717500250942
HI-VAE_piecewise_diffusion,40,1.0,0.825,1.0,0.866841815178138
HI-VAE_piecewise_diffusion,80,1.0,0.8625,1.0,0.857167127293559
HI-VAE_piecewise_diffusion,120,1.0,0.9,1.0,0.8575404995977497
HI-VAE_piecewise_diffusion,160,1.0,0.90625,1.0,0.8629421065310486
HI-VAE_piecewise_diffusion,200,1.0,0.92,1.0,0.8636601867093596
